Thumb,Index,Middle,Ring,Pinky,Meaning
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
70.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,72.0,H
73.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
74.0,0.0,0.0,90.0,72.0,H
73.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,72.0,H
72.0,0.0,0.0,90.0,71.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
74.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,69.0,H
74.0,0.0,0.0,90.0,72.0,H
73.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,71.0,H
72.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,71.0,H
71.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,69.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
73.0,0.0,0.0,90.0,70.0,H
73.0,0.0,0.0,90.0,71.0,H
71.0,0.0,0.0,90.0,69.0,H
71.0,0.0,0.0,90.0,69.0,H
73.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
71.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
72.0,0.0,0.0,90.0,70.0,H
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,0.0,90.0,90.0,0.0,My name is
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
0.0,90.0,0.0,0.0,0.0,Talha
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
44.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
43.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
42.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
40.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
41.0,0.0,0.0,90.0,0.0,How are you
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
84.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
84.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
83.0,0.0,0.0,0.0,90.0,Uzafir
